id,features
3699,"[-1.2848377227783203, -0.6787533760070801, 0.8723368644714355, 1.3045734167099, -0.5548539757728577, -3.2190325260162354, 0.3793444037437439, -0.24976138770580292, 0.7579634189605713, 0.6829413175582886]"
3709,"[-0.9745132327079773, -0.18459028005599976, 0.5273903012275696, 0.6763646602630615, -1.110824465751648, -2.6325223445892334, 1.1319018602371216, 0.5015601515769958, -0.33626970648765564, 1.4650797843933105]"
3719,"[-1.426608681678772, -0.4368686378002167, 0.45138120651245117, 1.0486047267913818, -0.8324882984161377, -2.078141450881958, 1.7031692266464233, 0.7077106237411499, -0.5713657736778259, 1.9744861125946045]"
3729,"[-0.5545455813407898, -0.08458047360181808, 0.2193647176027298, 1.0043141841888428, -0.5866933465003967, -2.805058240890503, 1.794150948524475, 0.25765180587768555, 0.22097650170326233, 1.1442973613739014]"
3739,"[-0.7129625678062439, 0.2702562212944031, 0.845029354095459, -0.06254434585571289, -0.5323880314826965, -2.050899028778076, 2.509373664855957, 0.25569772720336914, -0.1238643005490303, 0.7988203763961792]"
3749,"[-1.0918341875076294, 0.3694894313812256, 1.1802140474319458, 0.3647840917110443, -0.9125927090644836, -2.3675153255462646, 1.0952891111373901, 0.18679744005203247, -1.0164421796798706, 1.3159210681915283]"
3759,"[-1.2471894025802612, 0.8654754757881165, 0.114934042096138, 0.895544707775116, -0.773413896560669, -2.574751853942871, 1.6931217908859253, -0.4652421772480011, -0.14652696251869202, 1.2522473335266113]"
3769,"[-1.0966215133666992, 0.6806333661079407, 0.8750084638595581, 0.8757113218307495, -0.2739572525024414, -2.5103304386138916, 1.7028453350067139, 0.5037028193473816, -0.5738691091537476, 1.258276104927063]"
3779,"[-0.7164649367332458, 0.7527106404304504, 1.71454918384552, 0.46628645062446594, -0.11268162727355957, -1.9017856121063232, 0.09339255094528198, 0.9492120146751404, -0.42744195461273193, 0.6048039197921753]"
3789,"[-1.0232858657836914, -0.06929760426282883, 0.5925722122192383, 0.30976638197898865, -0.3985488712787628, -2.3583476543426514, 1.3017874956130981, 0.7356760501861572, -1.0855103731155396, 1.8643670082092285]"
3799,"[-1.6884081363677979, -1.6613787412643433, 0.22016698122024536, 1.6583380699157715, 0.5679016709327698, -2.7823598384857178, 1.3276227712631226, -0.4706465005874634, -0.984122097492218, 0.4837213456630707]"
3809,"[-0.9250814914703369, -0.4138731360435486, 0.2641400396823883, 1.3140734434127808, -0.012176834978163242, -3.0147933959960938, 1.6436655521392822, 0.41777074337005615, -0.24601991474628448, 1.1444330215454102]"
3819,"[-0.7008406519889832, 0.34283846616744995, -0.29346969723701477, 1.0699883699417114, -0.022850751876831055, -2.5975890159606934, 2.3783657550811768, -0.4068431854248047, -0.12652616202831268, 1.5819557905197144]"
3829,"[-0.8776805996894836, 0.535065770149231, 0.6148460507392883, 0.3935280740261078, -0.7180761694908142, -1.9288796186447144, 1.1573433876037598, 0.6499606966972351, -0.9438906908035278, 0.9990684986114502]"
3839,"[-0.09609881788492203, -1.33622145652771, -0.080345518887043, 1.4985435009002686, -0.6879662871360779, -2.813725471496582, 1.7282551527023315, -1.0835788249969482, -0.3303813636302948, 0.8983395099639893]"
3849,"[-0.7641478776931763, -0.7610859274864197, -0.3342873454093933, 0.9656828045845032, -0.3267780840396881, -2.3218016624450684, 1.5322134494781494, -0.01821189746260643, -0.6277267336845398, 0.4518575668334961]"
3859,"[-1.037441372871399, -0.6891506910324097, -0.511146068572998, 1.2010607719421387, 0.3706652820110321, -2.647791624069214, 1.4636766910552979, -0.26893100142478943, -0.3990171551704407, 0.5879958271980286]"
3869,"[-0.51613450050354, -0.4284079968929291, 0.13444681465625763, 1.0021617412567139, -0.7384666800498962, -2.204651117324829, 1.932560682296753, -0.023952888324856758, -0.26933327317237854, 0.9771190881729126]"
3879,"[-1.3950629234313965, 0.10877037048339844, -0.48658692836761475, 1.0540881156921387, -0.3078572750091553, -1.7816206216812134, 2.915362596511841, -0.27789369225502014, 0.6003376245498657, 0.2241443544626236]"
3889,"[-0.3836270868778229, 1.1314817667007446, 0.6929234266281128, 0.22766746580600739, -0.7777955532073975, -2.3819098472595215, 1.10443115234375, 0.2904696762561798, -1.1335923671722412, 1.1319907903671265]"
3899,"[-0.9211674928665161, 0.5998323559761047, 0.9185916781425476, 0.302218496799469, -0.9618932008743286, -1.9692414999008179, 1.5755170583724976, 0.21978990733623505, -1.3353779315948486, 1.0508190393447876]"
3909,"[-0.9883677959442139, 0.055713314563035965, 0.24743127822875977, -0.3213474452495575, -0.9704810976982117, -2.8110849857330322, 1.5867903232574463, -0.44301652908325195, -0.8646419048309326, 1.4873558282852173]"
3919,"[-2.170537233352661, -0.59939044713974, -0.5335795879364014, 1.771685242652893, -0.5425469875335693, -2.08858323097229, 2.3292713165283203, -0.31520700454711914, -0.48887360095977783, -0.014998722821474075]"
3929,"[-1.000281810760498, -0.36067092418670654, -0.38292673230171204, 0.5266055464744568, -1.0105628967285156, -2.47886323928833, 1.3178956508636475, 0.08756549656391144, -0.6434018611907959, 1.76973295211792]"
3939,"[-0.9641582369804382, -0.1865639090538025, 0.37506717443466187, 0.6473008990287781, -0.8314869999885559, -3.433688163757324, 0.015025218017399311, -0.3774857819080353, 0.26356038451194763, 0.7901940941810608]"
3949,"[-1.0787168741226196, 0.6775954365730286, -0.05006206035614014, 1.5443676710128784, -1.1515543460845947, -2.2705459594726562, 1.271472692489624, 0.8079249858856201, 0.02331499196588993, 0.7883786559104919]"
3959,"[-0.494678795337677, -1.0815293788909912, 1.2104278802871704, 0.6650141477584839, 0.4502883851528168, -1.4382829666137695, 1.114262580871582, 0.08898220956325531, -0.883030116558075, 2.729065179824829]"
3969,"[0.9648739099502563, -0.8638424277305603, 0.8356103301048279, 1.0467960834503174, -1.6881616115570068, -2.651815891265869, 1.9158668518066406, 0.7743850350379944, 0.7421160340309143, 1.2511258125305176]"
3979,"[-3.152996301651001, 0.3413538336753845, -1.630530595779419, 1.8499380350112915, 0.5196149349212646, -2.4898715019226074, 1.300713300704956, -0.0628584623336792, -1.086197018623352, -0.43738994002342224]"
3989,"[-0.9187811017036438, -0.07597803324460983, 0.9977600574493408, 1.0175678730010986, -0.4517762362957001, -2.586188793182373, 1.0854052305221558, 0.7256935238838196, -0.1768704503774643, 1.208228588104248]"
3999,"[-1.3555645942687988, -0.21042558550834656, 0.031154947355389595, 0.9229148030281067, -1.0878840684890747, -2.4277777671813965, 1.2136471271514893, -0.0758156031370163, -0.03865375369787216, 1.2011271715164185]"
4009,"[-0.3478202521800995, 0.4764447808265686, 0.5381741523742676, 0.10375131666660309, -1.779039740562439, -2.939006805419922, 0.5502741932868958, 0.5418737530708313, 0.33270880579948425, 0.5962430834770203]"
4019,"[-1.2922221422195435, 0.8996474742889404, 0.1975543051958084, -0.085690937936306, -1.974653959274292, -2.247117280960083, 1.3745523691177368, -0.6938614249229431, 0.303279310464859, 1.6559993028640747]"
4029,"[-0.7372352480888367, -0.03734220191836357, 1.050755262374878, 0.5322264432907104, -0.8698693513870239, -2.158555269241333, 0.9906508922576904, 0.734573245048523, -0.07539205253124237, 1.160046935081482]"
4039,"[-1.5602974891662598, 0.03374958038330078, 0.2292095571756363, 0.44512051343917847, -1.0819677114486694, -2.1826648712158203, 1.716048002243042, -0.15245960652828217, -0.34757763147354126, 2.196819305419922]"
4049,"[-1.135810375213623, 0.13293209671974182, 0.6020290851593018, 0.9024045467376709, -0.8910137414932251, -2.231049060821533, 1.32633376121521, 0.4414510726928711, -0.9337548613548279, 1.0755970478057861]"
4059,"[-0.14574585855007172, -0.4341684579849243, -0.5698868632316589, 0.6296855807304382, -0.2121603935956955, -1.9530079364776611, 2.86152982711792, 1.0043278932571411, 0.7378849983215332, 1.1764835119247437]"
4069,"[0.8289048075675964, -0.00046884658513590693, 1.3897862434387207, 1.0772833824157715, -0.4407881796360016, -2.0793721675872803, 2.8564023971557617, -0.2372722029685974, -0.596625566482544, 2.2869315147399902]"
4079,"[-0.8186643123626709, 0.19096268713474274, 0.5257630944252014, 1.518951416015625, -0.776953399181366, -2.6503684520721436, 0.9985333681106567, 0.601296603679657, 0.32486847043037415, 0.07658275216817856]"
4089,"[-1.3460180759429932, -0.1503162533044815, -0.16955947875976562, 1.030333161354065, -0.3876365125179291, -2.55989146232605, 1.8654178380966187, 0.3362060785293579, -0.3044990003108978, 1.0274914503097534]"
4099,"[-0.9675719141960144, 0.03299051150679588, 0.34848496317863464, 0.904766857624054, -0.536452054977417, -2.4177980422973633, 1.9224265813827515, -0.18886348605155945, -0.07018359750509262, 0.7321073412895203]"
4109,"[-0.07317709177732468, -0.3087366819381714, -0.5434360504150391, -0.1409578025341034, -1.2884643077850342, -2.7669548988342285, 1.9801079034805298, 0.22039560973644257, -1.3422430753707886, -1.1295855045318604]"
4119,"[-0.8895152807235718, -1.2054656744003296, -0.5656555891036987, 1.2494120597839355, -0.4917733371257782, -2.0606179237365723, 2.2727086544036865, 0.13825468719005585, -2.238577127456665, 1.279868483543396]"
4129,"[-0.45262202620506287, 0.5477260947227478, 1.7064090967178345, 0.02006739191710949, -0.6128276586532593, -1.7925524711608887, 1.2314207553863525, 1.528106451034546, -0.4850020706653595, 1.9212379455566406]"
4139,"[-0.6757442951202393, 0.000980205717496574, 0.8887953758239746, 0.33393049240112305, -0.5675196647644043, -2.6286215782165527, 1.4694817066192627, 0.32652541995048523, -0.5180160403251648, 1.1202366352081299]"
4149,"[-1.4638744592666626, -0.4550221860408783, 0.3962089419364929, 0.9579870700836182, 0.42795833945274353, -1.9278532266616821, 2.3468422889709473, 0.6471596956253052, -0.6156244874000549, 0.47767072916030884]"
4159,"[0.4291943907737732, -0.9215896725654602, 0.139447420835495, 1.4115861654281616, -1.352658987045288, -2.8703057765960693, 1.0756151676177979, 0.9737867116928101, -0.7959660291671753, 1.2819353342056274]"
4169,"[-0.9899736046791077, -0.07810842990875244, 1.1124006509780884, 0.796786904335022, -0.6278762817382812, -2.323594331741333, 1.2454428672790527, 0.5217366218566895, -0.4446515738964081, 1.0287061929702759]"
4179,"[-0.8085137605667114, 0.2945987582206726, 1.0341026782989502, 1.2146624326705933, 0.15958769619464874, -2.719531297683716, 1.8800040483474731, 0.3228636384010315, -0.539158821105957, 0.8925942182540894]"
4189,"[-0.09359800815582275, 0.27808547019958496, 0.7155333161354065, 0.4400378167629242, -1.057469367980957, -2.605510950088501, 1.2323298454284668, 0.9214461445808411, -1.4296090602874756, 1.4933592081069946]"
4199,"[0.2274840772151947, -0.02469507046043873, 0.6098489165306091, 2.224583625793457, 0.24645809829235077, -1.9070075750350952, 1.1905971765518188, 0.8095554113388062, -0.22291061282157898, 2.461148977279663]"
4209,"[-0.4131196439266205, -0.32855892181396484, 1.5724923610687256, 0.10238472372293472, -0.8067117929458618, -3.1069343090057373, 1.5506471395492554, -0.33754080533981323, 1.1865572929382324, -0.03553159162402153]"
4219,"[-0.9868901968002319, 0.23666183650493622, 0.6050110459327698, 0.6767993569374084, -0.2692181169986725, -2.858311176300049, 1.5772953033447266, 0.2997293770313263, -0.3135272264480591, 0.7428227663040161]"
4229,"[-0.41530877351760864, -0.4225809574127197, 0.014928777702152729, 0.5845907330513, 0.22015802562236786, -2.420903205871582, 2.775546073913574, 0.9826965928077698, -0.6015026569366455, 0.7641502618789673]"
4239,"[-0.5017748475074768, 0.08999340981245041, 0.6170399188995361, 1.1834944486618042, -0.5845152735710144, -2.5586369037628174, 1.1225404739379883, 0.8711295127868652, -1.308230996131897, 1.3857735395431519]"
4249,"[-1.1452332735061646, 0.6096420884132385, 0.4962294399738312, 0.6684309840202332, -0.46479520201683044, -1.7910206317901611, 1.9562562704086304, 0.13213661313056946, -0.08973746001720428, 1.8157615661621094]"
4259,"[-1.1535217761993408, -1.6294645071029663, -0.28018102049827576, 1.5845974683761597, 0.7982674837112427, -1.9450284242630005, 2.1906635761260986, -0.012059743516147137, -0.5581113696098328, 1.5893996953964233]"
4269,"[-0.5155097246170044, 0.21819710731506348, 1.242872714996338, 0.4752850830554962, 0.1865154504776001, -2.1588516235351562, 1.2152740955352783, -0.13437145948410034, -1.493324875831604, 1.2383208274841309]"
4279,"[-0.5117490887641907, 0.44103485345840454, 0.07943638414144516, 0.5412325859069824, -0.6241965293884277, -2.6964311599731445, 1.6347012519836426, 0.3001417815685272, -0.4392818808555603, 1.0577459335327148]"
4289,"[-1.6065655946731567, 0.04817701876163483, 0.2290969043970108, 1.4244418144226074, -0.3996007740497589, -2.5032663345336914, 1.4935353994369507, 0.00391392083838582, -0.6508876085281372, 0.928776741027832]"
4299,"[-2.059408664703369, -1.1451339721679688, 0.3483043611049652, 1.5282024145126343, 0.38738468289375305, -1.7962706089019775, 1.3274518251419067, 0.06707258522510529, 0.9236323833465576, 1.9225208759307861]"
4309,"[-1.2341382503509521, -0.48638904094696045, -0.7260871529579163, 0.9721725583076477, -0.3396552801132202, -2.8326752185821533, 2.0775210857391357, -0.02593686804175377, 0.17199255526065826, 0.8207948207855225]"
4319,"[-0.9425696134567261, -0.08572745323181152, -0.6881343722343445, 1.297912359237671, -0.8780942559242249, -3.1120638847351074, 1.548589825630188, 0.33925116062164307, 0.680254340171814, 1.0721629858016968]"
4329,"[-0.8608977198600769, -0.19348390400409698, -0.2118898630142212, 1.6256686449050903, -0.10106194764375687, -2.2151284217834473, 1.5986634492874146, 0.4119616746902466, 0.28306955099105835, 1.4118857383728027]"
4339,"[-0.9857445955276489, -0.46161508560180664, -0.42135730385780334, 0.5203431844711304, 0.2853698432445526, -2.004594564437866, 2.798794746398926, 0.6274055242538452, -0.19029821455478668, 2.3033509254455566]"
4349,"[-1.7529151439666748, 0.8841379880905151, -0.10347918421030045, -1.1170710325241089, 0.2897421717643738, -0.9722781181335449, 0.7112194299697876, -0.7216111421585083, 0.004333880264312029, -0.09789084643125534]"
4359,"[-0.20978683233261108, -0.18445760011672974, -0.086382195353508, 0.780364453792572, 1.3035075664520264, -2.6910040378570557, 1.616219401359558, 0.6690336465835571, 0.2659476101398468, 2.1341309547424316]"
4369,"[0.8795366883277893, -1.685200572013855, 1.4996294975280762, 0.1341550350189209, -1.0535792112350464, -2.2978503704071045, 0.4052999019622803, 0.7905790209770203, -1.3079761266708374, 1.1544312238693237]"
4379,"[-0.810739278793335, 0.23464125394821167, 0.39911213517189026, 0.868705153465271, -0.6177228093147278, -2.0264387130737305, 1.2409647703170776, -0.21043966710567474, -0.4022004306316376, 1.9037601947784424]"
4389,"[-0.7958528995513916, 0.6400018334388733, 0.6037735939025879, 0.4540347754955292, -0.8700153231620789, -2.286496877670288, 1.0040017366409302, 0.5539116859436035, -0.38510793447494507, 1.088320016860962]"
4399,"[-1.3533315658569336, -0.2584000527858734, 0.10774338990449905, 1.467960000038147, -0.12177214026451111, -0.7405821681022644, 1.6053186655044556, 1.308455467224121, -0.4582149088382721, 0.46164682507514954]"
4409,"[-1.2735401391983032, 0.3711775839328766, -0.11299652606248856, 0.4596520662307739, -0.1416914314031601, -3.020606756210327, 1.6897093057632446, -0.7342855930328369, -0.5305169224739075, 1.4439069032669067]"
4419,"[-2.3925621509552, -0.5932161211967468, 1.7430033683776855, 0.6179198622703552, -0.016160815954208374, -0.479299396276474, 3.305889129638672, -0.11407771706581116, 0.13734552264213562, 0.8354231119155884]"
4429,"[-0.2929299771785736, 0.4876423180103302, 1.2513413429260254, -0.2048535943031311, -0.0881638452410698, -2.2285404205322266, 0.8600529432296753, 0.2804918885231018, -0.6817187070846558, 1.732394814491272]"
4439,"[-1.6008576154708862, 0.15552839636802673, -0.6602538228034973, 0.8277232646942139, 0.06385091692209244, -2.773970603942871, 0.5669708251953125, 0.4980414807796478, -0.8861262798309326, 0.6716782450675964]"
4449,"[-1.4536247253417969, 0.24502509832382202, 0.27679330110549927, 0.964042603969574, 0.1484041064977646, -2.7286460399627686, 1.6638590097427368, -0.1806127279996872, -0.4683026075363159, 1.0212948322296143]"
4459,"[-0.7671305537223816, 0.1625034362077713, 0.22582215070724487, 0.2674092650413513, -1.0021443367004395, -2.09293270111084, 1.5377740859985352, 0.979035496711731, -0.8317652344703674, 1.6756038665771484]"
4469,"[-0.7021290063858032, -0.450966477394104, 2.074061155319214, -0.9122718572616577, -1.5339974164962769, -1.7887159585952759, 1.612023115158081, 0.1135297566652298, -1.153980016708374, 0.29928189516067505]"
4479,"[-0.8481534719467163, 0.4606759548187256, 0.17427945137023926, 1.732073426246643, -0.617436408996582, -2.4031410217285156, 1.10273277759552, -0.1422593891620636, -0.19722753763198853, 0.4209926426410675]"
4489,"[-0.8175549507141113, -0.05325184762477875, 0.41367673873901367, 0.6760196089744568, -0.04013028368353844, -2.672849655151367, 2.1239542961120605, -0.12065447866916656, -0.4901247024536133, 1.598834753036499]"
4499,"[-0.21186909079551697, 0.051060110330581665, 0.6429454684257507, 0.619735598564148, -0.6884241700172424, -2.74562668800354, 1.7388367652893066, 0.3968365490436554, -0.04839398339390755, 1.5603957176208496]"
4509,"[-0.5650887489318848, 0.30394500494003296, 0.23585715889930725, 0.7187007665634155, -0.9482067227363586, -2.72696590423584, 1.0946897268295288, 0.27380165457725525, -0.09231696277856827, 1.4478706121444702]"
4519,"[-0.4732259511947632, -0.8479268550872803, -0.5882871150970459, 1.4318246841430664, -0.44243642687797546, -3.261728286743164, 1.3641129732131958, 0.9182916879653931, -0.7355971336364746, 0.49064502120018005]"
4529,"[-0.7600995898246765, 0.7927393317222595, 0.21985645592212677, 0.5554041862487793, -0.7219098806381226, -2.76629376411438, 1.8504343032836914, -0.980390727519989, -0.6354547739028931, 1.2664815187454224]"
4539,"[0.22286804020404816, 1.2629271745681763, -0.4716596007347107, 1.5735617876052856, 1.1489113569259644, -0.6575153470039368, 2.9906413555145264, -0.7142457365989685, 0.009305093437433243, 0.6059143543243408]"
4549,"[-1.2881450653076172, 2.3528504371643066, -0.28037554025650024, 0.6695582270622253, 1.5121583938598633, -2.0229506492614746, 1.6610397100448608, -1.3103774785995483, 0.7780935168266296, 1.328093409538269]"
4559,"[-0.9616029262542725, 1.1115593910217285, 1.2409908771514893, 0.43726542592048645, 0.0899951383471489, -2.2098097801208496, 1.551084041595459, 0.583379864692688, -1.2607437372207642, 0.1281869113445282]"
4569,"[-0.9899901151657104, -0.6082141399383545, 0.052654288709163666, 0.580489456653595, -0.3948858380317688, -2.878790855407715, 1.732935905456543, -0.41678524017333984, 0.28373250365257263, 0.6893022656440735]"
4579,"[-1.2164978981018066, -0.028494397178292274, 0.8543192148208618, 0.750518798828125, -0.5730997323989868, -2.1295337677001953, 1.186746597290039, 0.40916314721107483, -0.3746185600757599, 1.191654920578003]"
4589,"[-1.0606634616851807, 0.164479061961174, 1.1204290390014648, 0.6594926118850708, -0.6059558987617493, -2.7175424098968506, 1.5377118587493896, 0.680152177810669, -0.8023446202278137, 0.7017646431922913]"
4599,"[-0.8250566720962524, -0.530765950679779, 1.1229841709136963, 1.7499854564666748, -1.5232599973678589, -2.124821186065674, 1.4778186082839966, 0.13410785794258118, 0.09499306976795197, 0.5012837052345276]"
4609,"[-0.6922028064727783, -0.423909068107605, 0.475359171628952, 0.4758850634098053, 0.35136502981185913, -1.966526746749878, 1.6689164638519287, 0.3663899004459381, -0.8079435229301453, 0.7694306969642639]"
4619,"[-0.6239705085754395, -0.4461393654346466, 1.381363034248352, 0.42948877811431885, 0.05427469313144684, -2.107429265975952, 1.1703885793685913, 0.23400171101093292, -0.4881071150302887, 1.3381192684173584]"
4629,"[-0.5417337417602539, 0.37613147497177124, 0.6933395862579346, 1.3819599151611328, 0.07097356021404266, -2.6429872512817383, 0.8191246390342712, 0.893067479133606, -0.07890337705612183, 1.6387193202972412]"
4639,"[-0.6446977257728577, 0.014525572769343853, 1.0727486610412598, 1.421985149383545, 0.5591611862182617, -2.709416389465332, 0.9427711963653564, 0.39647242426872253, -0.5875832438468933, 2.015342950820923]"
4649,"[-1.446773648262024, 0.6685251593589783, 1.2567802667617798, 0.7664699554443359, -0.44720184803009033, -2.4448776245117188, 1.5972844362258911, 0.26181504130363464, 0.03986936807632446, 1.4442112445831299]"
4659,"[-1.5420286655426025, -0.9604076147079468, 0.6862998008728027, 1.6096564531326294, 0.09594634175300598, -2.4552996158599854, 0.9890531897544861, 0.1899767965078354, 0.19426028430461884, 1.2550835609436035]"
4669,"[-0.1209968775510788, 0.3083377778530121, 1.2627919912338257, 0.39660748839378357, 0.780401885509491, -2.6910295486450195, 1.9992051124572754, 0.534340500831604, -0.4326556622982025, 0.43163755536079407]"
4679,"[-0.8078585267066956, -0.6538267731666565, 1.0646073818206787, 0.569851279258728, -0.4913794994354248, -1.9069972038269043, 1.4318063259124756, 0.2373470664024353, -0.8305776119232178, 1.2953734397888184]"
4689,"[-0.43945348262786865, -0.8305736184120178, 0.38027653098106384, 0.7478828430175781, 0.3466644287109375, -2.4988293647766113, 2.29178524017334, 0.2799517810344696, -0.2537370026111603, 1.6387735605239868]"
4699,"[-1.552748680114746, -0.25917086005210876, 0.06970015913248062, 1.0403999090194702, -0.6145021915435791, -1.9962608814239502, 1.5522654056549072, 0.34211185574531555, -0.253015398979187, 0.5705956220626831]"
4709,"[-0.8920734524726868, -0.2367645651102066, 0.7644599080085754, 1.5426268577575684, 0.0955587774515152, -1.8320544958114624, 1.5137065649032593, -0.4028902053833008, -0.1600748896598816, 1.8141316175460815]"
4719,"[-1.494871973991394, 0.2919185161590576, -0.08795055747032166, 2.3375139236450195, 0.18165698647499084, -2.9321796894073486, 1.014998435974121, -0.8643200397491455, 0.05897980555891991, 0.8418766260147095]"
4729,"[-0.48861512541770935, -0.05433642119169235, 1.396233081817627, 0.5220008492469788, 0.03925655782222748, -2.2831318378448486, 1.644545555114746, 0.8210634589195251, -0.08576346188783646, 0.6653361320495605]"
4739,"[-1.7511073350906372, -0.4028415083885193, 0.08798486739397049, 1.700421929359436, -0.5788154006004333, -1.9240248203277588, 0.8649489879608154, 0.6956638097763062, -0.26734718680381775, 1.5027744770050049]"
4749,"[-0.4603327214717865, -0.02919306978583336, 1.2991082668304443, 1.363154411315918, -0.4265803396701813, -2.3340513706207275, 0.8880227208137512, 0.6323934197425842, -0.6167633533477783, 1.1322906017303467]"
4759,"[-2.529144763946533, 0.45140039920806885, 1.5431861877441406, -1.5896406173706055, -0.7453767657279968, -1.7170292139053345, 2.0762972831726074, -0.4701060950756073, -0.6032794713973999, 0.3882536292076111]"
4769,"[-1.3138089179992676, -0.6647956967353821, 0.8411799669265747, 0.024443412199616432, -0.06880128383636475, -2.2227237224578857, 1.4006460905075073, 1.3752883672714233, -1.2133957147598267, 1.3197402954101562]"
4779,"[-0.8678486347198486, 0.22913147509098053, 0.9807254672050476, 0.5396031737327576, -0.7065773010253906, -2.192901134490967, 1.7393593788146973, 0.3320506811141968, -0.4518450200557709, 0.929362952709198]"
4789,"[-0.4842006266117096, -0.03176208958029747, 0.5955479145050049, 0.8882553577423096, 0.0658654123544693, -2.7017581462860107, 1.2512723207473755, 0.17915093898773193, -0.30033090710639954, 1.256252408027649]"
4799,"[-1.1046799421310425, -0.24340873956680298, 0.6999416947364807, 0.37033912539482117, 0.062409549951553345, -2.4212050437927246, 2.030874490737915, 0.21572726964950562, -0.20098817348480225, 0.22007308900356293]"
4809,"[-0.6184878945350647, 0.6553835272789001, 1.2538491487503052, 1.3132092952728271, -0.40788134932518005, -2.099393129348755, 1.1214258670806885, 0.5504001975059509, -0.3762076497077942, 1.207708716392517]"
4819,"[-1.776383638381958, -0.46846315264701843, -0.1659727692604065, 1.5104531049728394, -0.23564638197422028, -2.691333293914795, 1.6290819644927979, 0.37240326404571533, 0.18258070945739746, 0.39164844155311584]"
4829,"[-1.0628026723861694, -0.3653419017791748, 0.6229855418205261, 0.7815284132957458, -0.7399014830589294, -2.458118200302124, 1.717285394668579, 0.1041325032711029, -0.406590074300766, 1.0279463529586792]"
4839,"[-2.3357653617858887, -1.8955121040344238, 0.802347719669342, 0.7618117928504944, -0.8400627970695496, -0.4261589050292969, 2.4182324409484863, 0.6130304932594299, 0.6540805697441101, 1.4305763244628906]"
4849,"[-1.8225748538970947, -0.026749970391392708, -0.17549125850200653, 1.3636308908462524, -0.08642205595970154, -2.5316860675811768, 1.5812758207321167, 0.12108448892831802, -0.07775702327489853, 0.7666797637939453]"
4859,"[-1.8197956085205078, 0.31808510422706604, 0.30506229400634766, 0.957581639289856, -0.31949982047080994, -2.916795015335083, 1.2860649824142456, -0.9836956262588501, -0.5502246022224426, 1.0270969867706299]"
4869,"[-0.26478832960128784, -0.8060905337333679, 0.8428768515586853, 0.7116039991378784, -0.020557550713419914, -1.9598476886749268, 1.8923892974853516, -0.11028915643692017, -0.7538707256317139, 1.1549001932144165]"
4879,"[-1.0164016485214233, 0.1964884251356125, 1.1911125183105469, 0.4138473868370056, -0.1874629259109497, -1.9506762027740479, 0.8061543703079224, 0.30749621987342834, -0.907490074634552, 1.1499170064926147]"
4889,"[-1.0977200269699097, 0.48928794264793396, 0.2327461838722229, 1.3528496026992798, -0.4171270728111267, -2.980926990509033, 1.4984954595565796, 0.10354033857584, -0.3379594087600708, 1.0935240983963013]"
4899,"[0.02516397461295128, 0.3966830372810364, 0.7046574354171753, 0.3510386347770691, -0.3494740426540375, -2.097490072250366, 1.2826389074325562, 0.38670098781585693, -1.4420450925827026, 1.350948691368103]"
4909,"[-0.8470395803451538, -0.5353205800056458, 0.8552885055541992, 1.5008598566055298, -0.42552828788757324, -1.5748587846755981, 1.8219956159591675, 0.13484853506088257, -1.091555118560791, 1.3726269006729126]"
4919,"[-0.9770954847335815, -0.2628936767578125, 0.30141332745552063, 0.6327865123748779, 0.8268745541572571, -2.9967198371887207, 0.9633854627609253, -0.2529323101043701, 0.163768008351326, 1.5463371276855469]"
4929,"[-1.552813172340393, -0.32487452030181885, 0.7057345509529114, 0.02550523914396763, -0.9849479794502258, -2.3529469966888428, 1.4161977767944336, -0.29394441843032837, -1.1069961786270142, 1.2183635234832764]"
4939,"[0.20162063837051392, -0.42446383833885193, 0.5868131518363953, 0.8711962103843689, -0.3875185251235962, -2.3879013061523438, 1.3419593572616577, 1.2126034498214722, -0.1495407372713089, 2.172685146331787]"
4949,"[-0.013121130876243114, -1.3440805673599243, 0.6524448990821838, -0.43833866715431213, -0.17672210931777954, -2.821272850036621, 1.5936071872711182, 1.1497248411178589, -0.9147862195968628, 1.6465469598770142]"
4959,"[0.007369677536189556, -0.4485105574131012, 0.8258436322212219, 0.9631228446960449, 0.0650663822889328, -2.8675782680511475, 1.7479805946350098, 0.43204396963119507, -0.5409452319145203, 1.1386865377426147]"
4969,"[0.15893767774105072, 0.06896328926086426, 2.8199307918548584, -0.5500093102455139, -0.43927356600761414, -0.7641106843948364, 1.0335310697555542, 0.6613214015960693, -0.440680593252182, 2.037633180618286]"
4979,"[-0.3424387276172638, -0.2723262310028076, 0.6291623711585999, 0.8485339283943176, -1.3320707082748413, -2.326857566833496, 1.4458404779434204, -0.8942044377326965, -0.5452353358268738, 2.0784854888916016]"
4989,"[-1.1693609952926636, -0.2295878678560257, 0.7282606363296509, 0.5300490260124207, -0.36687976121902466, -2.0040013790130615, 1.8839682340621948, 0.27831119298934937, 0.08526605367660522, 1.4676896333694458]"
4999,"[-1.0135622024536133, -0.37965649366378784, 0.6234950423240662, 0.6760483384132385, -0.38497182726860046, -3.0242950916290283, 0.9978148937225342, 0.7352721095085144, 0.2095889002084732, 0.7378981113433838]"
5009,"[-1.4540972709655762, -0.19225335121154785, 0.3351808488368988, 1.9305598735809326, -0.47928619384765625, -2.1212289333343506, 0.6159827709197998, -0.1734180599451065, -1.7667341232299805, 0.36957332491874695]"
