id,features
938,"[-0.3985479176044464, 0.11761937290430069, 0.5326996445655823, 0.9893621206283569, 0.08312790095806122, -0.4203028380870819, -0.009331649169325829, 1.040576696395874, -0.3486703336238861, 0.5556802153587341]"
948,"[-0.37644925713539124, 0.21326640248298645, 0.3904489278793335, 0.28145626187324524, 0.1348278969526291, -1.0939980745315552, 0.03822484239935875, 0.9602228999137878, -0.14042212069034576, 0.15456020832061768]"
958,"[-0.5594527125358582, -0.5379970669746399, -0.6628801822662354, 0.35747551918029785, -1.5088497400283813, -0.7099516987800598, 0.983988881111145, 0.4726771116256714, -0.9277400374412537, -1.1538293361663818]"
968,"[-0.6719365119934082, 0.7658725380897522, 0.10239707678556442, -0.41277647018432617, -0.21292255818843842, -0.9143715500831604, 0.485446572303772, 0.22036206722259521, -0.8843969702720642, -0.21146732568740845]"
978,"[-0.15644808113574982, 0.4318230450153351, 0.9764301776885986, -0.017888886854052544, 0.3581560552120209, -0.9221720695495605, 0.36173656582832336, 0.09525637328624725, -1.0863676071166992, -0.042987704277038574]"
988,"[-0.4251423478126526, 0.0916665568947792, 0.4176419973373413, -0.15953801572322845, 0.16836705803871155, -0.2331700623035431, 1.778550148010254, -0.11232488602399826, 0.18986593186855316, 0.0943012535572052]"
998,"[-0.39508306980133057, -0.1907292604446411, 0.7796568274497986, 0.31534069776535034, 0.534267246723175, -0.5118208527565002, 0.9558089971542358, 1.0845410823822021, 0.024056823924183846, -0.4922432601451874]"
1008,"[-0.6010656952857971, 0.4518775939941406, 0.5273205041885376, 0.6360674500465393, -0.07392620295286179, -1.126194953918457, -0.3479394316673279, 0.01617228426039219, 0.4035642147064209, -0.04803978279232979]"
1018,"[-1.0143492221832275, 0.4874611794948578, 0.5830221772193909, 0.8315122127532959, 0.041707608848810196, -0.5011454224586487, 0.05017255246639252, 0.2079688161611557, -0.22086361050605774, -0.1819889098405838]"
1028,"[-0.9289184808731079, 0.21540099382400513, 0.5415558815002441, 0.7430478930473328, -0.07285967469215393, -0.6846715211868286, -0.16140694916248322, 0.5716744065284729, -0.34818097949028015, 0.3875141441822052]"
1038,"[-0.14969678223133087, 0.10638865828514099, 1.6180468797683716, 0.17439787089824677, 1.0805906057357788, -1.8083643913269043, -1.453798770904541, -0.16866116225719452, 1.7595065832138062, 0.9454729557037354]"
1058,"[-0.5368372201919556, 0.09459435939788818, 0.9500170350074768, 1.1405130624771118, 0.31385189294815063, -0.642885148525238, -1.1707055568695068, -0.4349803924560547, -0.5220677852630615, 1.4977303743362427]"
1068,"[-1.1912363767623901, -0.5546727180480957, 0.7312864065170288, -0.9626346230506897, 0.10288310050964355, -1.1450567245483398, 0.5367891788482666, -0.4943733215332031, 0.030009949579834938, -0.04383459314703941]"
1078,"[-0.5389270782470703, 0.32049188017845154, 0.67989581823349, 0.12535588443279266, -0.00625942088663578, -0.6426045298576355, 0.6114691495895386, 0.19394153356552124, -0.5279256105422974, 0.12128998339176178]"
1088,"[-0.9826381802558899, -0.009346363134682178, 0.2832513153553009, 0.7414894104003906, 0.03973431885242462, -0.3351741433143616, 0.4097425043582916, 0.800937831401825, 0.1981237828731537, 0.08618979901075363]"
1098,"[0.769763171672821, -0.4625013470649719, -0.2388838678598404, 0.6457951068878174, -0.1603587120771408, -0.277037113904953, 0.8381415009498596, 0.5301220417022705, -0.8388229608535767, 0.1938306987285614]"
1118,"[-0.2042497992515564, -0.03792417049407959, -0.031755298376083374, 0.25558918714523315, -0.139439195394516, -0.27091532945632935, 0.262245774269104, -0.0039763362146914005, -0.019181465730071068, 0.19072385132312775]"
1128,"[-0.5478610396385193, 0.6587375402450562, -0.21968331933021545, 0.15848234295845032, 0.4811837673187256, -0.8436262607574463, 0.15740419924259186, 0.6036717891693115, -0.6339070796966553, -0.08950934559106827]"
1138,"[0.03413610905408859, 1.3897974491119385, 0.4293769299983978, -0.1296219527721405, 0.24240505695343018, -0.9340143799781799, 0.5201591849327087, -0.6707236766815186, -0.9546293616294861, 0.4565620422363281]"
1148,"[-0.4704481363296509, -0.01678423210978508, 0.5831047892570496, 0.29211243987083435, -0.012719135731458664, -0.68077552318573, 0.4856858551502228, 0.3370549976825714, -0.7286233901977539, 0.5600525736808777]"
1168,"[-0.34645894169807434, 0.935932993888855, -0.01845880225300789, 1.1980003118515015, -0.43932414054870605, 0.8314950466156006, 1.294450283050537, -0.9289970993995667, -0.3146296441555023, 0.859195351600647]"
1178,"[-0.5392274260520935, 0.19011572003364563, 0.7036605477333069, -0.22121743857860565, -0.21941111981868744, -1.0553226470947266, 0.29248642921447754, 0.4082629680633545, -0.6574602723121643, 0.11253925412893295]"
1188,"[-0.6493403315544128, -0.17535512149333954, 1.0067318677902222, 0.27235472202301025, 0.10557708889245987, -0.5110905170440674, 0.44050201773643494, 0.5670061707496643, -0.5770635008811951, 0.16403891146183014]"
1198,"[-0.48627227544784546, -0.05709882080554962, 0.1636311262845993, 0.3262830972671509, -0.4005821943283081, -0.9907726645469666, 0.24052876234054565, -0.0362108089029789, -0.4431532621383667, 0.5010036826133728]"
1208,"[0.15972787141799927, 0.18881946802139282, 0.4488162100315094, -0.13241907954216003, -0.37344834208488464, -1.1366981267929077, 0.5536614656448364, 0.1530020833015442, -0.2634390592575073, 0.19456979632377625]"
1218,"[-0.8202438354492188, -0.07117706537246704, 0.4592158794403076, -0.5636047124862671, 0.013223367743194103, -0.7107375860214233, 0.6883768439292908, -0.26570501923561096, -0.6080524325370789, 0.45377856492996216]"
1228,"[-0.3304173946380615, 0.41644370555877686, 0.6637651324272156, -0.46512749791145325, -0.34831058979034424, -1.060038447380066, 0.4946274161338806, 0.325765460729599, -0.203030526638031, 0.09368794411420822]"
1238,"[0.15365901589393616, -0.23756134510040283, 1.029043436050415, 0.4411676824092865, 0.20427626371383667, -1.1594642400741577, 0.320923388004303, -0.08713266998529434, -0.45612072944641113, -0.2660920023918152]"
1248,"[-0.13920056819915771, 0.4749174416065216, 0.9024207592010498, -0.08444350212812424, 0.12030638009309769, -1.1928117275238037, 0.21233247220516205, -0.1537933349609375, -0.3272445797920227, 0.19261424243450165]"
1258,"[-0.12791167199611664, 0.4636179208755493, 0.2596735954284668, -0.1303679496049881, -0.08254742622375488, -1.2521406412124634, 0.35172903537750244, 0.3924688994884491, -0.20503970980644226, 0.1305718719959259]"
1268,"[-0.45705223083496094, 0.02865300513803959, 0.3430914878845215, 0.19572122395038605, 0.4738534390926361, -0.7172502279281616, 0.6752722263336182, 0.23649169504642487, -0.3024759292602539, 0.11109884083271027]"
1278,"[-0.4329667091369629, 0.257207989692688, 0.5577817559242249, 0.30502593517303467, -0.1867983639240265, -0.9469958543777466, 0.29205670952796936, 0.10906237363815308, -0.6586976647377014, 0.17901015281677246]"
1288,"[-0.291730135679245, 0.5221972465515137, 0.5984285473823547, -0.18480758368968964, -0.24771176278591156, -0.9618889093399048, 0.3442316949367523, 0.025750843808054924, -0.6138405799865723, 0.34501543641090393]"
1298,"[0.03297635540366173, 0.3825060725212097, 0.21362082660198212, 0.08182421326637268, 0.3975830674171448, -0.9460895657539368, 0.5159868001937866, 0.22763647139072418, -0.20190905034542084, 0.3486441671848297]"
1328,"[0.2543589174747467, -0.134780615568161, -1.2613976001739502, 0.3029288649559021, 0.6161584258079529, -1.4892909526824951, -0.8758305907249451, -0.08061177283525467, 0.7284080982208252, 0.22855590283870697]"
1348,"[-0.9869910478591919, 0.5284641981124878, 1.0791499614715576, -0.3676764667034149, 0.08836545795202255, -1.247362732887268, -0.1829042285680771, -0.1296449601650238, -0.5713971853256226, -0.14852696657180786]"
1358,"[-0.31202012300491333, 0.14517301321029663, 0.6407013535499573, 0.012770229950547218, -0.07962537556886673, -0.9862679839134216, 0.46322599053382874, 0.3226203918457031, 0.06135351583361626, 0.3449721038341522]"
1378,"[-0.6859431266784668, -0.15193961560726166, -0.26357534527778625, -0.10968204587697983, 0.10027804225683212, -0.8946926593780518, 0.569970965385437, 0.2048664689064026, 0.31817156076431274, 0.05905724689364433]"
1388,"[-0.3985421061515808, 0.4877018332481384, -0.06083199009299278, 0.3232071101665497, -0.0006484880577772856, -0.7733328342437744, 0.41457685828208923, 0.17518362402915955, 0.24634890258312225, -0.3440477252006531]"
1398,"[-0.6566859483718872, -0.038546446710824966, -0.051378585398197174, 0.5802937746047974, -0.19991132616996765, -0.09432495385408401, 0.8309095501899719, 0.6920671463012695, 0.6116559505462646, 0.2427637279033661]"
1408,"[-0.27690160274505615, -0.3086911737918854, 0.27536091208457947, 0.3246925473213196, -0.24956870079040527, -0.9426064491271973, 0.3862987458705902, 0.040954697877168655, 0.05589812994003296, 0.13864238560199738]"
1428,"[0.33804917335510254, -0.019384030252695084, 0.393512487411499, 0.4138593375682831, 1.0091794729232788, -1.5122019052505493, 0.06471668928861618, 0.9151443839073181, 0.07625016570091248, -0.12068653106689453]"
1438,"[-0.4127199947834015, 0.044762078672647476, 0.06526607275009155, 0.4995342195034027, -0.02678818628191948, -0.6822261214256287, 0.6540239453315735, -0.056136779487133026, 0.19218729436397552, -0.542041003704071]"
1458,"[0.69612056016922, 1.2005895376205444, 0.6574468612670898, 2.5431439876556396, -0.4561801850795746, -0.7737510800361633, -0.041711315512657166, -0.42697301506996155, 1.3832906484603882, 0.10486656427383423]"
1468,"[-0.5528191924095154, 1.3001896142959595, 0.1769946813583374, 0.22971324622631073, 0.0690351203083992, -0.6058732271194458, 0.4880548417568207, 0.8066586256027222, 0.40514853596687317, -0.19478505849838257]"
1488,"[0.08520448952913284, -0.16039931774139404, 0.1100575178861618, 0.42695534229278564, -0.06162799149751663, -1.0086767673492432, 0.5668893456459045, 0.2282659113407135, 0.21487200260162354, -0.6096404194831848]"
1498,"[-0.5106101036071777, 0.14618274569511414, 0.7274313569068909, 0.20959998667240143, 0.583367645740509, -0.6826515793800354, 0.6293811798095703, 0.06897356361150742, 0.6262678503990173, 0.057150546461343765]"
1508,"[0.9781895875930786, 0.10460328310728073, -0.2582344114780426, -0.23837998509407043, -0.6235210299491882, -0.9506786465644836, 1.2661641836166382, 0.19625209271907806, -0.1276223361492157, -0.11683036386966705]"
1518,"[-0.6375792622566223, 0.2280701994895935, 0.12367095798254013, 0.058783262968063354, -0.2669258117675781, -0.9352037906646729, 0.4588731527328491, 0.1434839963912964, -0.17609645426273346, -0.36713072657585144]"
1528,"[-0.4752214252948761, 0.29915934801101685, 0.4693881869316101, 0.2308371514081955, 0.05742180347442627, -0.1327126920223236, 0.6997531056404114, 0.0684584379196167, -0.13854815065860748, 0.06637534499168396]"
1538,"[0.5914567112922668, -0.3345886766910553, 0.3780067563056946, 1.0256952047348022, -0.34782546758651733, 0.012013459578156471, 0.6385279297828674, -0.03134087100625038, -1.4667551517486572, -0.2446867972612381]"
1548,"[-0.27001234889030457, -0.02406587451696396, 0.35423973202705383, 0.24637331068515778, -0.10298629105091095, -0.56734299659729, 0.3501054644584656, 0.1140611544251442, -0.09821978211402893, 0.2131660133600235]"
1558,"[-0.22377504408359528, -0.12732048332691193, -0.06062321364879608, 0.33737143874168396, -0.12836956977844238, -0.19676077365875244, 0.23586921393871307, -0.005866774823516607, 0.0037169121205806732, 0.18752893805503845]"
1588,"[-0.5021990537643433, 0.42753490805625916, 0.35925912857055664, 0.9850958585739136, 0.4817623496055603, -0.2569279968738556, 0.0712265893816948, -0.2413034737110138, -0.17735184729099274, 0.8712648749351501]"
1598,"[-0.2047940492630005, -0.20458602905273438, 0.3228361904621124, 0.6465160846710205, 0.13417735695838928, -0.6019561290740967, 0.8208090662956238, 0.014145475812256336, -0.07935844361782074, -0.5926318764686584]"
1608,"[-0.43933773040771484, -0.3459535837173462, -0.05309176445007324, 0.6185455322265625, -0.30984339118003845, -0.5759977102279663, 0.6472159028053284, 0.13364391028881073, -0.0007853085990063846, 0.014191080816090107]"
1648,"[-0.08900562673807144, 0.13631467521190643, 0.7543022036552429, -0.11290397495031357, 0.3863866627216339, -0.3349052369594574, 1.338401436805725, 0.5343093872070312, -0.4414314925670624, -0.017881175503134727]"
1658,"[-0.126426100730896, -0.9615607857704163, 0.619931697845459, 0.22101512551307678, 1.0916935205459595, -0.7791134715080261, 0.5964080691337585, -0.33839017152786255, -0.3162205219268799, 0.15082502365112305]"
1668,"[0.4585801362991333, -0.8085479140281677, 0.5699293613433838, 0.35407882928848267, 0.0536968857049942, -0.6356267333030701, 1.12629234790802, 0.25820842385292053, -0.01314142532646656, -0.7872239351272583]"
1678,"[-0.3200705945491791, -0.02774256095290184, 0.6965942978858948, 0.5111084580421448, 0.25156569480895996, -0.7955353260040283, 0.32033243775367737, 0.6287904977798462, 0.1505793184041977, 0.3168155252933502]"
1688,"[-0.615990936756134, -0.1872103363275528, 0.4342696964740753, 0.7410524487495422, 0.13636775314807892, -0.5552396774291992, 0.2965456545352936, 0.39848968386650085, 0.09325537085533142, 0.13922378420829773]"
1718,"[0.03795833885669708, -0.1720065176486969, 0.4678581953048706, -0.11299202591180801, -0.04158327355980873, -1.4994480609893799, -0.6142718195915222, -0.22857427597045898, -0.33443042635917664, -0.23655050992965698]"
1728,"[0.10187280178070068, 0.5076377391815186, 1.3595432043075562, -0.7055637836456299, 1.0017383098602295, -1.1980030536651611, 0.7308934330940247, 0.9779697060585022, 0.6413338780403137, -0.261628657579422]"
1748,"[-0.5443388223648071, 0.11836689710617065, 0.6050940155982971, -0.1394484043121338, -0.10046721994876862, -0.6042917966842651, 0.8345892429351807, -0.23884671926498413, -0.38285180926322937, 0.18744225800037384]"
1758,"[-0.5756291151046753, -0.43788954615592957, 0.9299857020378113, 0.6485446095466614, 0.4368380010128021, -0.7661094665527344, 0.45212864875793457, 0.04276002198457718, 0.017948061227798462, -0.20959460735321045]"
1788,"[-0.16223286092281342, -0.21475493907928467, 1.5412214994430542, 0.045287009328603745, 0.36048659682273865, -0.5482801795005798, 0.7162972092628479, 0.41121456027030945, -0.24873360991477966, 0.12925368547439575]"
1798,"[0.5328932404518127, 0.17218263447284698, -0.16298672556877136, 0.8321751952171326, -0.45802658796310425, -0.8868744373321533, 0.6977756023406982, 0.293235182762146, 0.33682751655578613, -0.9901263117790222]"
1848,"[-0.47185957431793213, 0.16213956475257874, 0.9459537267684937, 0.8991659879684448, 0.02317761816084385, -0.1769767850637436, 0.35781246423721313, -0.016154615208506584, -0.3024103343486786, 0.2549160122871399]"
1858,"[-0.7073374390602112, -0.2515772879123688, 0.6912730932235718, 0.6609565615653992, -0.5245379209518433, 0.02738266810774803, 1.0419814586639404, -0.33956342935562134, -0.34823474287986755, -0.05118267983198166]"
1868,"[-0.21750418841838837, 0.3144395053386688, 0.1490660160779953, -0.07644771039485931, -0.19160382449626923, -0.6754716634750366, 0.21805314719676971, 0.020376190543174744, -0.39108458161354065, 0.18523989617824554]"
1878,"[0.7123618125915527, -0.9280823469161987, -0.6929078698158264, 0.6937462687492371, 0.44339320063591003, -0.9125189185142517, 0.6082499027252197, 0.879298985004425, 0.3574213981628418, -0.9213390946388245]"
1888,"[-0.39944833517074585, -0.0050183916464447975, 0.3560963571071625, 0.6115438938140869, 0.34785187244415283, -0.5206361413002014, 0.5218747854232788, 0.7852024435997009, 0.6720165014266968, -0.0277146827429533]"
1898,"[-0.3109705150127411, 0.4348788857460022, 0.7790086269378662, 0.9268999695777893, -1.13667893409729, -1.0344669818878174, 0.18412451446056366, 0.6783914566040039, -0.2940766215324402, -1.3342608213424683]"
1908,"[-0.3063746988773346, -0.05688625946640968, -0.04763294383883476, 0.38338378071784973, -0.209158793091774, -0.4063730239868164, 0.393368661403656, -0.0059645045548677444, -0.028772199526429176, 0.2860857844352722]"
1918,"[-0.40153515338897705, -0.01901610940694809, -0.2107136994600296, 0.7088838815689087, 0.0845312625169754, -0.4382956624031067, 0.6684694290161133, -0.15460868179798126, 0.18515998125076294, 0.20242846012115479]"
1928,"[-0.2308284491300583, 0.7386430501937866, 0.7789525985717773, 1.1899131536483765, -0.48371902108192444, -0.7761014699935913, -0.2560729384422302, -1.0673902034759521, 0.46868184208869934, 0.4469436705112457]"
1938,"[-0.33218488097190857, 0.20404326915740967, 0.6493496894836426, 0.08591844141483307, -0.49543482065200806, -1.1893539428710938, 0.03176337853074074, 0.20390762388706207, 0.05397722125053406, 0.044995080679655075]"
1948,"[-0.9274817705154419, 0.138348788022995, 1.1844427585601807, 0.01663341373205185, 0.0877310037612915, -0.7037569880485535, 0.3373646140098572, 0.16593007743358612, -0.494730144739151, -0.14959631860256195]"
1958,"[-0.3834877908229828, 0.3141407072544098, 0.5099481344223022, 0.26368972659111023, -0.1110081598162651, -0.7905024290084839, 0.45000022649765015, 1.3842353820800781, 0.2522957921028137, -0.021411657333374023]"
1968,"[-0.4584781527519226, 0.17395392060279846, 0.21304212510585785, 0.1243821531534195, 0.28552356362342834, -0.9854923486709595, 0.36770135164260864, 0.4330667555332184, 0.0702981948852539, 0.38245368003845215]"
1978,"[-0.3524303436279297, 0.5858691334724426, -0.24658657610416412, -0.1892571747303009, 0.6346985101699829, -1.1909836530685425, 0.028400968760252, 0.4538411796092987, 0.4041554927825928, -0.6433345675468445]"
1988,"[-0.2714552879333496, 0.9523100852966309, 0.2625008821487427, -0.01685446873307228, 0.3884965181350708, -0.640460729598999, 0.3420651853084564, 0.3226531744003296, -0.22642791271209717, -0.3446677327156067]"
1998,"[0.06133041903376579, 0.5992257595062256, 0.06646206229925156, -0.09167883545160294, 0.03321477025747299, -0.6090282797813416, 0.6651595830917358, 0.2161785364151001, 0.5040402412414551, -0.39204445481300354]"
2008,"[-1.5279879570007324, 0.018691470846533775, -0.5450359582901001, -0.3236001133918762, 0.8733992576599121, -0.9103330969810486, 0.40339526534080505, 1.0575213432312012, -1.778104543685913, -1.281968593597412]"
2018,"[-0.44986864924430847, 0.3752966821193695, 0.4332350492477417, 0.793572187423706, -0.3187929093837738, -0.8592247366905212, -0.11266900599002838, 0.7028778791427612, -0.39359432458877563, 0.1477915495634079]"
2028,"[-0.2743283808231354, -0.19649791717529297, 0.17850914597511292, 0.23794376850128174, -0.3939526677131653, -0.9560977816581726, 0.4775627851486206, 0.13662248849868774, 0.04823194071650505, 0.4631483852863312]"
2038,"[-0.4830852746963501, 0.6797824501991272, 0.17867639660835266, 0.961435079574585, 0.3410949110984802, -0.3685714304447174, 0.1845783293247223, 0.3413470685482025, -0.3679337799549103, 0.2760874629020691]"
2048,"[-0.43597903847694397, 0.3522815704345703, 0.16307497024536133, 0.6311658024787903, 0.01505530159920454, -0.717846691608429, 0.17973065376281738, 0.5233213901519775, -0.5173672437667847, 0.16224738955497742]"
2058,"[-0.42713043093681335, -0.0703655555844307, 0.21871666610240936, 0.3988186717033386, 0.0559210367500782, -0.7464203834533691, 0.6536587476730347, 0.014958178624510765, 0.09603675454854965, 0.025553181767463684]"
2068,"[-0.2330259084701538, 0.2038799524307251, 1.3147341012954712, -0.10938414931297302, 0.5330811738967896, -0.7819160223007202, 0.33571091294288635, 0.5322710275650024, -0.6029003262519836, 0.062218256294727325]"
2078,"[-0.15069667994976044, 0.09317400306463242, 0.20989945530891418, 0.7320104241371155, -0.1230827197432518, -0.9873527884483337, 0.007536565884947777, 0.5116941332817078, -0.406155526638031, 0.23207342624664307]"
2088,"[-0.1595403254032135, 0.38774779438972473, 0.41901353001594543, 0.6917252540588379, 0.5834473371505737, -0.681114912033081, 0.07289005070924759, 0.11582617461681366, -0.29378944635391235, 0.08072523027658463]"
2098,"[-0.4143383800983429, 0.3044927716255188, 0.5166231393814087, 0.9747588038444519, 0.6535096168518066, -0.939319908618927, -0.019556893035769463, -0.13864803314208984, -0.14648586511611938, -0.3760839104652405]"
2108,"[-0.3195829689502716, 0.1562674194574356, 0.6554498076438904, 0.45547404885292053, 0.19728778302669525, -0.5638026595115662, 0.6201180219650269, 0.18357007205486298, -0.4857774078845978, 0.25306451320648193]"
2118,"[-0.537587583065033, 0.3629336357116699, 0.47581377625465393, -0.11971379071474075, -0.15937797725200653, -0.9308061003684998, 0.4992886185646057, 0.30002066493034363, -0.37569987773895264, -0.19907547533512115]"
2128,"[-0.16451415419578552, 0.5711504817008972, 0.6210899949073792, 0.7656100988388062, 0.6913172006607056, -0.9324272274971008, -0.16694961488246918, 0.2866436839103699, 1.1294128894805908, 0.8941589593887329]"
2138,"[0.23004834353923798, 0.3446182906627655, 0.5813767910003662, 0.5624158978462219, 0.2627790570259094, -0.895233690738678, 0.4069465696811676, 0.3574133515357971, -0.07362082600593567, 0.43816807866096497]"
2148,"[-0.6271880865097046, 0.6447359919548035, -0.06082430109381676, -0.03996074199676514, 0.4401070475578308, -0.6734930872917175, 0.5108275413513184, 0.16917063295841217, -0.1671936959028244, 0.015336078591644764]"
2158,"[0.11364173144102097, 1.0292308330535889, 0.9522708654403687, 1.214758038520813, 1.2135331630706787, -1.1263654232025146, -0.7843745350837708, -1.1416157484054565, -1.253616213798523, 0.1653277426958084]"
2168,"[-0.3790335953235626, -0.21255017817020416, 0.6020095348358154, 1.0432982444763184, -0.5871382355690002, -0.0858287438750267, 0.8329941630363464, 0.3511035144329071, -0.3050183951854706, -0.4352828860282898]"
2178,"[-1.2619173526763916, 0.1678752303123474, 0.34044140577316284, -0.7073724865913391, 0.026107072830200195, -0.9362981915473938, 0.34200432896614075, 0.3133329153060913, -0.19246673583984375, 0.0935516357421875]"
2188,"[-0.2923945486545563, 0.11556849628686905, 0.3649807572364807, 0.17126932740211487, 0.602645218372345, -0.6338304281234741, 0.5722032785415649, 0.39767560362815857, 0.3788773715496063, 0.046208612620830536]"
2198,"[-0.17842164635658264, 0.5514002442359924, 0.40156424045562744, 0.042645685374736786, -0.05568666756153107, -1.0706743001937866, 0.17042037844657898, 0.21325397491455078, 0.1380297839641571, 0.5230171084403992]"
2208,"[-0.7877621650695801, -0.05734315142035484, 1.1615681648254395, 0.13517768681049347, 0.09945132583379745, -0.9486004710197449, 0.06211799010634422, -0.05568220466375351, -0.4485778212547302, 0.10442032665014267]"
2218,"[-0.1225789412856102, 0.04338229447603226, 0.15607143938541412, 0.1293734759092331, -0.0986991599202156, -0.38171255588531494, 0.21709108352661133, -0.008128148503601551, -0.067511647939682, 0.170834019780159]"
2238,"[0.02061350829899311, 0.15081660449504852, 1.0200674533843994, -0.3862718641757965, -0.322063148021698, -1.1125189065933228, -0.27064648270606995, 0.39565691351890564, -0.028723200783133507, 0.6579927206039429]"
2248,"[-0.4073035717010498, 0.06592148542404175, 0.6090936064720154, 0.21511366963386536, 0.2161230593919754, -0.779967188835144, 0.5288646221160889, 0.43854379653930664, -0.31674665212631226, 0.3214436173439026]"
2258,"[-0.16379785537719727, 0.2295558750629425, -0.1409280151128769, -0.028927918523550034, -0.20317046344280243, -0.6197730898857117, 0.5250023007392883, 0.08470497280359268, 0.14760424196720123, 0.884400486946106]"
2268,"[-0.4047067165374756, -0.09035412222146988, 0.29663223028182983, 0.42989641427993774, -0.3076811134815216, -0.8257359266281128, 0.44623494148254395, 0.05990046635270119, 0.4700276851654053, 0.3400316834449768]"
2278,"[-0.0606902576982975, 0.09119047969579697, 0.25778767466545105, 0.16641299426555634, -0.15509074926376343, -0.8516095876693726, 0.5846654176712036, -0.2965629994869232, -0.2557736337184906, 0.09646902233362198]"
2288,"[-0.35772958397865295, 0.5961806178092957, -0.15887008607387543, -0.11265239119529724, -0.30297157168388367, -1.0268210172653198, 0.376680463552475, 0.23543481528759003, -0.5542579293251038, 0.012340083718299866]"
2298,"[-1.29481041431427, 0.2655242681503296, 0.7885104417800903, -0.8681173920631409, 1.6776179075241089, -1.6810938119888306, -0.4489521384239197, -0.03331844136118889, 0.2909300923347473, -1.6596943140029907]"
2308,"[0.0019414909183979034, 0.033255696296691895, -0.06485220789909363, -0.009229801595211029, -0.059083662927150726, -0.2923611104488373, 0.264407753944397, -0.08096606284379959, -0.05224902927875519, 0.22530250251293182]"
2318,"[0.5589480400085449, 0.5137044787406921, 0.3772237300872803, -0.060018595308065414, 0.4200105369091034, -1.0577342510223389, 0.4736628830432892, 0.8475276231765747, -0.2912052571773529, 0.3848969340324402]"
2328,"[-0.009529859758913517, 0.6199968457221985, 0.019064154475927353, 0.2681560814380646, 0.005655450280755758, -0.643886923789978, 0.8354073166847229, -0.7839214205741882, -0.017229992896318436, -0.14545390009880066]"
2338,"[-0.5138444304466248, 0.5522211194038391, -0.15465505421161652, 0.47253406047821045, 0.270963191986084, -0.6535839438438416, 0.22914783656597137, -0.27575960755348206, 0.0659480020403862, -0.3069530725479126]"
2348,"[-0.3999941349029541, 0.19029320776462555, 0.630990743637085, -0.34966039657592773, 0.32999178767204285, -1.0653678178787231, 0.44074586033821106, 0.6895134449005127, -0.3764689862728119, -0.2918907403945923]"
2358,"[-0.24369573593139648, 0.4531972110271454, 0.05354964733123779, 0.5248786211013794, 0.07564686238765717, -1.0470372438430786, 0.5032357573509216, 0.4335876405239105, 0.12778401374816895, -0.19308555126190186]"
2368,"[-0.0510094128549099, 0.487956702709198, -0.30204588174819946, 0.8697454333305359, 0.5932258367538452, -0.692462682723999, -0.22225461900234222, 0.5393239855766296, 0.04585253819823265, -0.011931285262107849]"
2378,"[-0.934382438659668, 0.7738084197044373, -0.13940522074699402, 0.18017014861106873, -0.01785469241440296, -0.7413138151168823, 0.25903329253196716, -0.059987179934978485, 0.1244582086801529, 0.028576398268342018]"
2388,"[-1.250913381576538, 0.9222580194473267, 0.7683204412460327, -0.25977635383605957, 0.7925230860710144, -0.9180027842521667, 0.9444137215614319, 1.323176622390747, 1.1224403381347656, -0.9070366621017456]"
2398,"[-0.8203691244125366, 0.20577026903629303, 0.5939176678657532, 0.6047724485397339, -0.259805828332901, -0.88858962059021, 0.006554248742759228, 0.25176993012428284, -0.18122707307338715, 0.01479859184473753]"
2408,"[-0.5317628383636475, 0.35363465547561646, 0.3967321217060089, 0.8045132160186768, 0.03702385351061821, -0.5082855820655823, 0.28281623125076294, 0.13469602167606354, 0.022020626813173294, -0.31926360726356506]"
2418,"[0.2502208352088928, 0.5482217669487, 0.5108847618103027, 0.7332056164741516, -0.27643075585365295, -0.6656718850135803, 0.5441268682479858, 0.20541946589946747, 0.10697057843208313, -0.05060875043272972]"
2428,"[-0.611751139163971, 0.4396055340766907, 0.05468781292438507, 0.2765910029411316, 0.1820811927318573, -0.4168979525566101, 0.6242652535438538, 0.059606246650218964, -0.40054187178611755, -0.08877279609441757]"
2438,"[-0.01120319776237011, -0.03496314212679863, -0.09551747888326645, 0.2411481887102127, 0.20077374577522278, -0.26907283067703247, 0.23390324413776398, 0.14763455092906952, -0.4830318093299866, 0.21079866588115692]"
2448,"[-0.41881701350212097, -0.023813936859369278, -0.007930999621748924, 0.3956608176231384, 0.028956124559044838, -0.8120548725128174, 0.5116891860961914, 0.11397060006856918, 0.25006595253944397, -0.8247857093811035]"
2458,"[-0.7605603337287903, 0.6122956275939941, 0.1884300410747528, -0.13175846636295319, 0.16223283112049103, -0.907184898853302, 0.19891738891601562, -0.4197107255458832, 0.3863905072212219, -0.2957790195941925]"
2468,"[-0.6221283674240112, -0.06862235814332962, 0.6147504448890686, 0.9967299699783325, 0.2865943908691406, -0.3232921361923218, 0.4063332676887512, 0.01080397516489029, -0.09547485411167145, -0.1617233008146286]"
2478,"[-0.7459658980369568, 0.526578426361084, -0.13558217883110046, 0.05529358983039856, 0.5866132378578186, -0.7476401329040527, 0.28777867555618286, -0.0717790499329567, -0.2299772948026657, 0.3802798390388489]"
2488,"[-0.9416100382804871, 0.3614751994609833, 0.7315089106559753, -0.22096790373325348, 0.5181227326393127, -1.1137051582336426, -0.15346406400203705, 0.6430946588516235, -0.869897723197937, -0.09667600691318512]"
